,station,FIPS,county_name,date,data_type,value
0,GHCND:USC00200032,26091,Lenawee,1900-01-01T00:00:00,PRCP,18.4
1,GHCND:USC00200032,26091,Lenawee,1900-01-01T00:00:00,SNOW,26.0
2,GHCND:USC00200032,26091,Lenawee,1900-01-01T00:00:00,TMAX,0.6
3,GHCND:USC00200032,26091,Lenawee,1900-01-01T00:00:00,TMIN,-6.5
4,GHCND:USC00200108,26005,Allegan,1900-01-01T00:00:00,PRCP,33.8
5,GHCND:USC00200108,26005,Allegan,1900-01-01T00:00:00,SNOW,318.0
6,GHCND:USC00200146,26057,Gratiot,1900-01-01T00:00:00,PRCP,40.4
7,GHCND:USC00200146,26057,Gratiot,1900-01-01T00:00:00,SNOW,203.0
8,GHCND:USC00200146,26057,Gratiot,1900-01-01T00:00:00,TMAX,0.3
9,GHCND:USC00200146,26057,Gratiot,1900-01-01T00:00:00,TMIN,-7.0
10,GHCND:USC00200230,26161,Washtenaw ,1900-01-01T00:00:00,PRCP,27.0
11,GHCND:USC00200230,26161,Washtenaw ,1900-01-01T00:00:00,SNOW,103.0
12,GHCND:USC00200230,26161,Washtenaw ,1900-01-01T00:00:00,TMAX,1.5
13,GHCND:USC00200230,26161,Washtenaw ,1900-01-01T00:00:00,TMIN,-7.8
14,GHCND:USC00200446,26085,Lake,1900-01-01T00:00:00,PRCP,25.4
15,GHCND:USC00200446,26085,Lake,1900-01-01T00:00:00,SNOW,229.0
16,GHCND:USC00200446,26085,Lake,1900-01-01T00:00:00,TMAX,-1.7
17,GHCND:USC00200446,26085,Lake,1900-01-01T00:00:00,TMIN,-8.7
18,GHCND:USC00200457,26125,Oakland,1900-01-01T00:00:00,PRCP,25.1
19,GHCND:USC00200457,26125,Oakland,1900-01-01T00:00:00,SNOW,118.0
20,GHCND:USC00200457,26125,Oakland,1900-01-01T00:00:00,TMAX,0.4
21,GHCND:USC00200457,26125,Oakland,1900-01-01T00:00:00,TMIN,-7.0
22,GHCND:USC00200568,26017,Bay,1900-01-01T00:00:00,PRCP,37.9
23,GHCND:USC00200568,26017,Bay,1900-01-01T00:00:00,TMAX,0.4
24,GHCND:USC00200568,26017,Bay,1900-01-01T00:00:00,TMIN,-7.7
25,GHCND:USC00200723,26147,St. Clair ,1900-01-01T00:00:00,PRCP,40.9
26,GHCND:USC00200723,26147,St. Clair ,1900-01-01T00:00:00,SNOW,280.0
27,GHCND:USC00200723,26147,St. Clair ,1900-01-01T00:00:00,TMAX,0.5
28,GHCND:USC00200723,26147,St. Clair ,1900-01-01T00:00:00,TMIN,-8.7
29,GHCND:USC00200735,26021,Berrien,1900-01-01T00:00:00,PRCP,101.3
30,GHCND:USC00200735,26021,Berrien,1900-01-01T00:00:00,SNOW,761.0
31,GHCND:USC00200735,26021,Berrien,1900-01-01T00:00:00,TMAX,3.3
32,GHCND:USC00200735,26021,Berrien,1900-01-01T00:00:00,TMIN,-5.7
33,GHCND:USC00200779,26107,Mecosta,1900-01-01T00:00:00,PRCP,75.7
34,GHCND:USC00200779,26107,Mecosta,1900-01-01T00:00:00,SNOW,267.0
35,GHCND:USC00200779,26107,Mecosta,1900-01-01T00:00:00,TMAX,-0.1
36,GHCND:USC00200779,26107,Mecosta,1900-01-01T00:00:00,TMIN,-8.0
37,GHCND:USC00200917,26165,Wexford,1900-01-01T00:00:00,PRCP,79.3
38,GHCND:USC00200917,26165,Wexford,1900-01-01T00:00:00,SNOW,629.0
39,GHCND:USC00200917,26165,Wexford,1900-01-01T00:00:00,TMAX,-2.1
40,GHCND:USC00200917,26165,Wexford,1900-01-01T00:00:00,TMIN,-9.9
41,GHCND:USC00201215,26061,Houghton,1900-01-01T00:00:00,SNOW,561.0
42,GHCND:USC00201215,26061,Houghton,1900-01-01T00:00:00,TMAX,-3.4
43,GHCND:USC00201215,26061,Houghton,1900-01-01T00:00:00,TMIN,-10.3
44,GHCND:USC00201331,26151,Sanilac ,1900-01-01T00:00:00,TMAX,2.0
45,GHCND:USC00201331,26151,Sanilac ,1900-01-01T00:00:00,TMIN,-9.5
46,GHCND:USC00201468,26029,Charlevoix,1900-01-01T00:00:00,PRCP,75.0
47,GHCND:USC00201468,26029,Charlevoix,1900-01-01T00:00:00,SNOW,610.0
48,GHCND:USC00201468,26029,Charlevoix,1900-01-01T00:00:00,TMAX,0.6
49,GHCND:USC00201468,26029,Charlevoix,1900-01-01T00:00:00,TMIN,-8.4
50,GHCND:USC00201492,26031,Cheboygan,1900-01-01T00:00:00,PRCP,20.4
51,GHCND:USC00201492,26031,Cheboygan,1900-01-01T00:00:00,SNOW,153.0
52,GHCND:USC00201492,26031,Cheboygan,1900-01-01T00:00:00,TMAX,0.4
53,GHCND:USC00201492,26031,Cheboygan,1900-01-01T00:00:00,TMIN,-8.7
54,GHCND:USC00201675,26023,Branch,1900-01-01T00:00:00,PRCP,29.0
55,GHCND:USC00201675,26023,Branch,1900-01-01T00:00:00,SNOW,140.0
56,GHCND:USC00201675,26023,Branch,1900-01-01T00:00:00,TMAX,1.4
57,GHCND:USC00201675,26023,Branch,1900-01-01T00:00:00,TMIN,-7.3
58,GHCND:USC00202332,26083,Keweenaw,1900-01-01T00:00:00,PRCP,55.2
59,GHCND:USC00202332,26083,Keweenaw,1900-01-01T00:00:00,SNOW,521.0
60,GHCND:USC00202332,26083,Keweenaw,1900-01-01T00:00:00,TMAX,-1.2
61,GHCND:USC00202332,26083,Keweenaw,1900-01-01T00:00:00,TMIN,-8.5
62,GHCND:USC00202423,26069,Iosco,1900-01-01T00:00:00,PRCP,18.8
63,GHCND:USC00202423,26069,Iosco,1900-01-01T00:00:00,TMAX,-0.5
64,GHCND:USC00202423,26069,Iosco,1900-01-01T00:00:00,TMIN,-7.9
65,GHCND:USC00202674,26131,Ontonagon,1900-01-01T00:00:00,PRCP,19.0
66,GHCND:USC00202674,26131,Ontonagon,1900-01-01T00:00:00,SNOW,190.0
67,GHCND:USC00202693,26161,Washtenaw ,1900-01-01T00:00:00,PRCP,8.5
68,GHCND:USC00202693,26161,Washtenaw ,1900-01-01T00:00:00,SNOW,26.0
69,GHCND:USC00202693,26161,Washtenaw ,1900-01-01T00:00:00,TMAX,0.6
70,GHCND:USC00202693,26161,Washtenaw ,1900-01-01T00:00:00,TMIN,-7.0
71,GHCND:USC00202833,26065,Ingham,1900-01-01T00:00:00,PRCP,38.8
72,GHCND:USC00202833,26065,Ingham,1900-01-01T00:00:00,SNOW,164.0
73,GHCND:USC00202833,26065,Ingham,1900-01-01T00:00:00,TMAX,0.7
74,GHCND:USC00202833,26065,Ingham,1900-01-01T00:00:00,TMIN,-6.8
75,GHCND:USC00202984,26019,Benzie,1900-01-01T00:00:00,PRCP,45.2
76,GHCND:USC00202984,26019,Benzie,1900-01-01T00:00:00,SNOW,419.0
77,GHCND:USC00202984,26019,Benzie,1900-01-01T00:00:00,TMAX,0.4
78,GHCND:USC00202984,26019,Benzie,1900-01-01T00:00:00,TMIN,-5.6
79,GHCND:USC00203330,26081,Kent,1900-01-01T00:00:00,PRCP,61.6
80,GHCND:USC00203330,26081,Kent,1900-01-01T00:00:00,SNOW,306.0
81,GHCND:USC00203330,26081,Kent,1900-01-01T00:00:00,TMAX,1.3
82,GHCND:USC00203330,26081,Kent,1900-01-01T00:00:00,TMIN,-5.7
83,GHCND:USC00203362,26115,Monroe,1900-01-01T00:00:00,PRCP,27.8
84,GHCND:USC00203362,26115,Monroe,1900-01-01T00:00:00,SNOW,41.0
85,GHCND:USC00203362,26115,Monroe,1900-01-01T00:00:00,TMAX,1.6
86,GHCND:USC00203362,26115,Monroe,1900-01-01T00:00:00,TMIN,-5.7
87,GHCND:USC00203391,26039,Crawford,1900-01-01T00:00:00,PRCP,25.4
88,GHCND:USC00203391,26039,Crawford,1900-01-01T00:00:00,SNOW,190.0
89,GHCND:USC00203391,26039,Crawford,1900-01-01T00:00:00,TMAX,-2.3
90,GHCND:USC00203391,26039,Crawford,1900-01-01T00:00:00,TMIN,-9.9
91,GHCND:USC00203561,26075,Jackson,1900-01-01T00:00:00,PRCP,24.7
92,GHCND:USC00203561,26075,Jackson,1900-01-01T00:00:00,SNOW,148.0
93,GHCND:USC00203561,26075,Jackson,1900-01-01T00:00:00,TMAX,0.9
94,GHCND:USC00203561,26075,Jackson,1900-01-01T00:00:00,TMIN,-7.2
95,GHCND:USC00203585,26063,Huron,1900-01-01T00:00:00,PRCP,15.3
96,GHCND:USC00203585,26063,Huron,1900-01-01T00:00:00,SNOW,120.0
97,GHCND:USC00203585,26063,Huron,1900-01-01T00:00:00,TMAX,0.5
98,GHCND:USC00203585,26063,Huron,1900-01-01T00:00:00,TMIN,-7.6
99,GHCND:USC00203616,26035,Clare,1900-01-01T00:00:00,PRCP,23.1
100,GHCND:USC00203616,26035,Clare,1900-01-01T00:00:00,TMAX,-2.3
101,GHCND:USC00203616,26035,Clare,1900-01-01T00:00:00,TMIN,-9.8
102,GHCND:USC00203624,26001,Alcona,1900-01-01T00:00:00,PRCP,31.5
103,GHCND:USC00203624,26001,Alcona,1900-01-01T00:00:00,SNOW,217.0
104,GHCND:USC00203624,26001,Alcona,1900-01-01T00:00:00,TMAX,0.0
105,GHCND:USC00203624,26001,Alcona,1900-01-01T00:00:00,TMIN,-10.3
106,GHCND:USC00203632,26127,Oceana,1900-01-01T00:00:00,PRCP,62.4
107,GHCND:USC00203632,26127,Oceana,1900-01-01T00:00:00,SNOW,332.0
108,GHCND:USC00203632,26127,Oceana,1900-01-01T00:00:00,TMAX,0.1
109,GHCND:USC00203632,26127,Oceana,1900-01-01T00:00:00,TMIN,-6.4
110,GHCND:USC00203661,26015,Barry,1900-01-01T00:00:00,PRCP,35.3
111,GHCND:USC00203661,26015,Barry,1900-01-01T00:00:00,SNOW,126.0
112,GHCND:USC00203661,26015,Barry,1900-01-01T00:00:00,TMAX,1.3
113,GHCND:USC00203661,26015,Barry,1900-01-01T00:00:00,TMIN,-7.6
114,GHCND:USC00203698,26063,Huron,1900-01-01T00:00:00,PRCP,17.2
115,GHCND:USC00203698,26063,Huron,1900-01-01T00:00:00,SNOW,172.0
116,GHCND:USC00203698,26063,Huron,1900-01-01T00:00:00,TMAX,-0.6
117,GHCND:USC00203698,26063,Huron,1900-01-01T00:00:00,TMIN,-8.0
118,GHCND:USC00203796,26125,Oakland,1900-01-01T00:00:00,PRCP,45.2
119,GHCND:USC00203796,26125,Oakland,1900-01-01T00:00:00,SNOW,178.0
120,GHCND:USC00203823,26059,Hillsdale,1900-01-01T00:00:00,PRCP,20.2
121,GHCND:USC00203823,26059,Hillsdale,1900-01-01T00:00:00,SNOW,77.0
122,GHCND:USC00203823,26059,Hillsdale,1900-01-01T00:00:00,TMAX,0.9
123,GHCND:USC00203823,26059,Hillsdale,1900-01-01T00:00:00,TMIN,-6.9
124,GHCND:USC00203947,26093,Livingston,1900-01-01T00:00:00,PRCP,5.0
125,GHCND:USC00203947,26093,Livingston,1900-01-01T00:00:00,SNOW,50.0
126,GHCND:USC00203947,26093,Livingston,1900-01-01T00:00:00,TMAX,2.8
127,GHCND:USC00203947,26093,Livingston,1900-01-01T00:00:00,TMIN,-9.2
128,GHCND:USC00203991,26103,Marquette,1900-01-01T00:00:00,PRCP,7.2
129,GHCND:USC00203991,26103,Marquette,1900-01-01T00:00:00,SNOW,52.0
130,GHCND:USC00203991,26103,Marquette,1900-01-01T00:00:00,TMAX,-4.6
131,GHCND:USC00203991,26103,Marquette,1900-01-01T00:00:00,TMIN,-14.6
132,GHCND:USC00204078,26067,Ionia,1900-01-01T00:00:00,PRCP,18.9
133,GHCND:USC00204078,26067,Ionia,1900-01-01T00:00:00,SNOW,71.0
134,GHCND:USC00204078,26067,Ionia,1900-01-01T00:00:00,TMAX,1.1
135,GHCND:USC00204078,26067,Ionia,1900-01-01T00:00:00,TMIN,-7.5
136,GHCND:USC00204090,26043,Dickinson,1900-01-01T00:00:00,PRCP,10.2
137,GHCND:USC00204090,26043,Dickinson,1900-01-01T00:00:00,SNOW,54.0
138,GHCND:USC00204090,26043,Dickinson,1900-01-01T00:00:00,TMAX,-2.1
139,GHCND:USC00204090,26043,Dickinson,1900-01-01T00:00:00,TMIN,-10.9
140,GHCND:USC00204093,26071,Iron,1900-01-01T00:00:00,PRCP,15.1
141,GHCND:USC00204093,26071,Iron,1900-01-01T00:00:00,SNOW,151.0
142,GHCND:USC00204093,26071,Iron,1900-01-01T00:00:00,TMAX,-2.0
143,GHCND:USC00204093,26071,Iron,1900-01-01T00:00:00,TMIN,-12.5
144,GHCND:USC00204127,26103,Marquette,1900-01-01T00:00:00,PRCP,20.4
145,GHCND:USC00204127,26103,Marquette,1900-01-01T00:00:00,SNOW,204.0
146,GHCND:USC00204127,26103,Marquette,1900-01-01T00:00:00,TMAX,-3.3
147,GHCND:USC00204127,26103,Marquette,1900-01-01T00:00:00,TMIN,-13.3
148,GHCND:USC00204153,26079,Kalkaska,1900-01-01T00:00:00,PRCP,65.1
149,GHCND:USC00204153,26079,Kalkaska,1900-01-01T00:00:00,SNOW,558.0
150,GHCND:USC00204153,26079,Kalkaska,1900-01-01T00:00:00,TMAX,-2.3
151,GHCND:USC00204153,26079,Kalkaska,1900-01-01T00:00:00,TMIN,-9.2
152,GHCND:USC00204184,26147,St. Clair ,1900-01-01T00:00:00,SNOW,433.0
153,GHCND:USC00204184,26147,St. Clair ,1900-01-01T00:00:00,TMAX,0.1
154,GHCND:USC00204184,26147,St. Clair ,1900-01-01T00:00:00,TMIN,-8.5
155,GHCND:USC00204244,26077,Kalamazoo,1900-01-01T00:00:00,PRCP,44.8
156,GHCND:USC00204244,26077,Kalamazoo,1900-01-01T00:00:00,SNOW,152.0
157,GHCND:USC00204244,26077,Kalamazoo,1900-01-01T00:00:00,TMAX,1.4
158,GHCND:USC00204244,26077,Kalamazoo,1900-01-01T00:00:00,TMIN,-6.2
159,GHCND:USC00204502,26113,Missaukee,1900-01-01T00:00:00,PRCP,22.9
160,GHCND:USC00204502,26113,Missaukee,1900-01-01T00:00:00,SNOW,229.0
161,GHCND:USC00204502,26113,Missaukee,1900-01-01T00:00:00,TMAX,-1.7
162,GHCND:USC00204502,26113,Missaukee,1900-01-01T00:00:00,TMIN,-9.2
163,GHCND:USC00204660,26087,Lapeer,1900-01-01T00:00:00,PRCP,31.2
164,GHCND:USC00204660,26087,Lapeer,1900-01-01T00:00:00,SNOW,254.0
165,GHCND:USC00204660,26087,Lapeer,1900-01-01T00:00:00,TMAX,1.6
166,GHCND:USC00204660,26087,Lapeer,1900-01-01T00:00:00,TMIN,-5.6
167,GHCND:USC00204790,26001,Alcona,1900-01-01T00:00:00,PRCP,17.7
168,GHCND:USC00204790,26001,Alcona,1900-01-01T00:00:00,SNOW,152.0
169,GHCND:USC00204790,26001,Alcona,1900-01-01T00:00:00,TMAX,-0.4
170,GHCND:USC00204790,26001,Alcona,1900-01-01T00:00:00,TMIN,-9.5
171,GHCND:USC00204954,26105,Mason,1900-01-01T00:00:00,PRCP,24.8
172,GHCND:USC00204954,26105,Mason,1900-01-01T00:00:00,SNOW,229.0
173,GHCND:USC00204954,26105,Mason,1900-01-01T00:00:00,TMAX,1.1
174,GHCND:USC00204954,26105,Mason,1900-01-01T00:00:00,TMIN,-7.3
175,GHCND:USC00205000,26047,Emmet,1900-01-01T00:00:00,PRCP,22.3
176,GHCND:USC00205000,26047,Emmet,1900-01-01T00:00:00,SNOW,177.0
177,GHCND:USC00205000,26047,Emmet,1900-01-01T00:00:00,TMAX,-0.4
178,GHCND:USC00205000,26047,Emmet,1900-01-01T00:00:00,TMIN,-8.3
179,GHCND:USC00205024,26091,Lenawee,1900-01-01T00:00:00,PRCP,27.1
180,GHCND:USC00205024,26091,Lenawee,1900-01-01T00:00:00,SNOW,54.0
181,GHCND:USC00205024,26091,Lenawee,1900-01-01T00:00:00,TMAX,1.2
182,GHCND:USC00205024,26091,Lenawee,1900-01-01T00:00:00,TMIN,-6.6
183,GHCND:USC00205043,26009,Antrim,1900-01-01T00:00:00,PRCP,60.7
184,GHCND:USC00205043,26009,Antrim,1900-01-01T00:00:00,SNOW,457.0
185,GHCND:USC00205043,26009,Antrim,1900-01-01T00:00:00,TMAX,-1.4
186,GHCND:USC00205043,26009,Antrim,1900-01-01T00:00:00,TMIN,-11.0
187,GHCND:USC00205065,26101,Manistee,1900-01-01T00:00:00,PRCP,30.9
188,GHCND:USC00205065,26101,Manistee,1900-01-01T00:00:00,SNOW,304.0
189,GHCND:USC00205073,26153,Schoolcraft,1900-01-01T00:00:00,PRCP,20.8
190,GHCND:USC00205073,26153,Schoolcraft,1900-01-01T00:00:00,SNOW,101.0
191,GHCND:USC00205073,26153,Schoolcraft,1900-01-01T00:00:00,TMAX,-0.7
192,GHCND:USC00205073,26153,Schoolcraft,1900-01-01T00:00:00,TMIN,-9.2
193,GHCND:USC00205488,26157,Tuscola,1900-01-01T00:00:00,PRCP,23.8
194,GHCND:USC00205488,26157,Tuscola,1900-01-01T00:00:00,SNOW,127.0
195,GHCND:USC00205488,26157,Tuscola,1900-01-01T00:00:00,TMAX,1.5
196,GHCND:USC00205531,26135,Oscoda,1900-01-01T00:00:00,PRCP,40.9
