,station,FIPS,county_name,date,data_type,value
0,GHCND:USC00200032,26091,Lenawee,1940-01-01T00:00:00,PRCP,41.9
1,GHCND:USC00200032,26091,Lenawee,1940-01-01T00:00:00,SNOW,203.0
2,GHCND:USC00200032,26091,Lenawee,1940-01-01T00:00:00,TMAX,-4.5
3,GHCND:USC00200032,26091,Lenawee,1940-01-01T00:00:00,TMIN,-12.6
4,GHCND:USC00200094,26025,Calhoun,1940-01-01T00:00:00,PRCP,57.7
5,GHCND:USC00200128,26005,Allegan,1940-01-01T00:00:00,PRCP,91.4
6,GHCND:USC00200128,26005,Allegan,1940-01-01T00:00:00,SNOW,1203.0
7,GHCND:USC00200128,26005,Allegan,1940-01-01T00:00:00,TMAX,-4.1
8,GHCND:USC00200128,26005,Allegan,1940-01-01T00:00:00,TMIN,-10.6
9,GHCND:USC00200146,26057,Gratiot,1940-01-01T00:00:00,PRCP,38.9
10,GHCND:USC00200146,26057,Gratiot,1940-01-01T00:00:00,TMAX,-3.4
11,GHCND:USC00200146,26057,Gratiot,1940-01-01T00:00:00,TMIN,-11.2
12,GHCND:USC00200230,26161,Washtenaw ,1940-01-01T00:00:00,PRCP,43.7
13,GHCND:USC00200230,26161,Washtenaw ,1940-01-01T00:00:00,SNOW,211.0
14,GHCND:USC00200230,26161,Washtenaw ,1940-01-01T00:00:00,TMAX,-4.7
15,GHCND:USC00200230,26161,Washtenaw ,1940-01-01T00:00:00,TMIN,-10.8
16,GHCND:USC00200343,26119,Montmorency,1940-01-01T00:00:00,PRCP,34.4
17,GHCND:USC00200343,26119,Montmorency,1940-01-01T00:00:00,SNOW,316.0
18,GHCND:USC00200343,26119,Montmorency,1940-01-01T00:00:00,TMAX,-4.6
19,GHCND:USC00200343,26119,Montmorency,1940-01-01T00:00:00,TMIN,-13.8
20,GHCND:USC00200417,26063,Huron,1940-01-01T00:00:00,PRCP,26.1
21,GHCND:USC00200417,26063,Huron,1940-01-01T00:00:00,SNOW,170.0
22,GHCND:USC00200417,26063,Huron,1940-01-01T00:00:00,TMAX,-4.3
23,GHCND:USC00200417,26063,Huron,1940-01-01T00:00:00,TMIN,-11.0
24,GHCND:USC00200446,26085,Lake,1940-01-01T00:00:00,PRCP,47.2
25,GHCND:USC00200446,26085,Lake,1940-01-01T00:00:00,SNOW,648.0
26,GHCND:USC00200446,26085,Lake,1940-01-01T00:00:00,TMAX,-3.9
27,GHCND:USC00200446,26085,Lake,1940-01-01T00:00:00,TMIN,-14.9
28,GHCND:USC00200568,26017,Bay,1940-01-01T00:00:00,PRCP,23.0
29,GHCND:USC00200568,26017,Bay,1940-01-01T00:00:00,SNOW,63.0
30,GHCND:USC00200568,26017,Bay,1940-01-01T00:00:00,TMAX,-3.5
31,GHCND:USC00200568,26017,Bay,1940-01-01T00:00:00,TMIN,-10.1
32,GHCND:USC00200718,26131,Ontonagon,1940-01-01T00:00:00,PRCP,85.8
33,GHCND:USC00200779,26107,Mecosta,1940-01-01T00:00:00,PRCP,47.2
34,GHCND:USC00200779,26107,Mecosta,1940-01-01T00:00:00,SNOW,353.0
35,GHCND:USC00200779,26107,Mecosta,1940-01-01T00:00:00,TMAX,-3.9
36,GHCND:USC00200779,26107,Mecosta,1940-01-01T00:00:00,TMIN,-11.6
37,GHCND:USC00200864,26159,Van Buren,1940-01-01T00:00:00,PRCP,96.5
38,GHCND:USC00200864,26159,Van Buren,1940-01-01T00:00:00,SNOW,1252.0
39,GHCND:USC00200864,26159,Van Buren,1940-01-01T00:00:00,TMAX,-4.4
40,GHCND:USC00200864,26159,Van Buren,1940-01-01T00:00:00,TMIN,-10.6
41,GHCND:USC00201299,26157,Tuscola,1940-01-01T00:00:00,PRCP,26.7
42,GHCND:USC00201299,26157,Tuscola,1940-01-01T00:00:00,SNOW,150.0
43,GHCND:USC00201299,26157,Tuscola,1940-01-01T00:00:00,TMAX,-3.2
44,GHCND:USC00201299,26157,Tuscola,1940-01-01T00:00:00,TMIN,-12.2
45,GHCND:USC00201446,26043,Dickinson,1940-01-01T00:00:00,PRCP,38.3
46,GHCND:USC00201446,26043,Dickinson,1940-01-01T00:00:00,SNOW,540.0
47,GHCND:USC00201476,26045,Eaton,1940-01-01T00:00:00,PRCP,40.1
48,GHCND:USC00201476,26045,Eaton,1940-01-01T00:00:00,SNOW,270.0
49,GHCND:USC00201476,26045,Eaton,1940-01-01T00:00:00,TMAX,-4.3
50,GHCND:USC00201476,26045,Eaton,1940-01-01T00:00:00,TMIN,-11.6
51,GHCND:USC00201484,26003,Alger,1940-01-01T00:00:00,PRCP,170.7
52,GHCND:USC00201484,26003,Alger,1940-01-01T00:00:00,SNOW,971.0
53,GHCND:USC00201484,26003,Alger,1940-01-01T00:00:00,TMAX,-5.7
54,GHCND:USC00201484,26003,Alger,1940-01-01T00:00:00,TMIN,-13.8
55,GHCND:USC00201492,26031,Cheboygan,1940-01-01T00:00:00,PRCP,43.6
56,GHCND:USC00201492,26031,Cheboygan,1940-01-01T00:00:00,SNOW,429.0
57,GHCND:USC00201492,26031,Cheboygan,1940-01-01T00:00:00,TMAX,-4.2
58,GHCND:USC00201492,26031,Cheboygan,1940-01-01T00:00:00,TMIN,-11.8
59,GHCND:USC00201675,26023,Branch,1940-01-01T00:00:00,PRCP,38.2
60,GHCND:USC00201675,26023,Branch,1940-01-01T00:00:00,SNOW,265.0
61,GHCND:USC00201675,26023,Branch,1940-01-01T00:00:00,TMAX,-5.4
62,GHCND:USC00201675,26023,Branch,1940-01-01T00:00:00,TMIN,-13.2
63,GHCND:USC00201934,26001,Alcona,1940-01-01T00:00:00,PRCP,67.2
64,GHCND:USC00201934,26001,Alcona,1940-01-01T00:00:00,SNOW,306.0
65,GHCND:USC00202028,26095,Luce,1940-01-01T00:00:00,PRCP,130.0
66,GHCND:USC00202028,26095,Luce,1940-01-01T00:00:00,SNOW,1474.0
67,GHCND:USC00202028,26095,Luce,1940-01-01T00:00:00,TMAX,-5.2
68,GHCND:USC00202028,26095,Luce,1940-01-01T00:00:00,TMIN,-14.7
69,GHCND:USC00202045,26083,Keweenaw,1940-01-01T00:00:00,PRCP,100.6
70,GHCND:USC00202045,26083,Keweenaw,1940-01-01T00:00:00,SNOW,1749.0
71,GHCND:USC00202094,26033,Chippewa,1940-01-01T00:00:00,PRCP,71.3
72,GHCND:USC00202094,26033,Chippewa,1940-01-01T00:00:00,SNOW,512.0
73,GHCND:USC00202248,26027,Cass,1940-01-01T00:00:00,PRCP,89.1
74,GHCND:USC00202248,26027,Cass,1940-01-01T00:00:00,SNOW,687.0
75,GHCND:USC00202248,26027,Cass,1940-01-01T00:00:00,TMAX,-5.1
76,GHCND:USC00202248,26027,Cass,1940-01-01T00:00:00,TMIN,-13.5
77,GHCND:USC00202293,26103,Marquette,1940-01-01T00:00:00,PRCP,80.1
78,GHCND:USC00202293,26103,Marquette,1940-01-01T00:00:00,SNOW,888.0
79,GHCND:USC00202293,26103,Marquette,1940-01-01T00:00:00,TMAX,-5.7
80,GHCND:USC00202293,26103,Marquette,1940-01-01T00:00:00,TMIN,-15.4
81,GHCND:USC00202381,26029,Charlevoix,1940-01-01T00:00:00,PRCP,57.0
82,GHCND:USC00202381,26029,Charlevoix,1940-01-01T00:00:00,SNOW,1043.0
83,GHCND:USC00202381,26029,Charlevoix,1940-01-01T00:00:00,TMAX,-4.1
84,GHCND:USC00202381,26029,Charlevoix,1940-01-01T00:00:00,TMIN,-11.0
85,GHCND:USC00202393,26065,Ingham,1940-01-01T00:00:00,PRCP,34.4
86,GHCND:USC00202393,26065,Ingham,1940-01-01T00:00:00,SNOW,270.0
87,GHCND:USC00202393,26065,Ingham,1940-01-01T00:00:00,TMAX,-4.5
88,GHCND:USC00202393,26065,Ingham,1940-01-01T00:00:00,TMIN,-9.9
89,GHCND:USC00202423,26069,Iosco,1940-01-01T00:00:00,PRCP,47.5
